lambda,average CV_AUC,average CV_treatment_effect,AUC of training data,AUC of test data,
0.523763914,0.5172,-0.0176,0.5170,0.5101,
0.522763914,0.5172,-0.0176,0.5170,0.5101,
0.521763914,0.5172,-0.0176,0.5170,0.5101,
0.520763914,0.5172,-0.0176,0.5170,0.5101,
0.519763914,0.5172,-0.0176,0.5170,0.5101,
0.518763914,0.5172,-0.0176,0.5170,0.5101,
0.517763914,0.5172,-0.0176,0.5170,0.5101,
0.516763914,0.5172,-0.0176,0.5170,0.5101,
0.515763914,0.5172,-0.0176,0.5170,0.5101,
0.514763914,0.5172,-0.0176,0.5170,0.5101,
0.513763914,0.5172,-0.0176,0.5170,0.5101,
0.512763914,0.5172,-0.0176,0.5170,0.5101,
0.511763914,0.5172,-0.0176,0.5170,0.5101,
0.510763914,0.5172,-0.0176,0.5170,0.5101,
0.509763914,0.5172,-0.0176,0.5170,0.5101,
0.508763914,0.5172,-0.0176,0.5170,0.5101,
0.507763914,0.5172,-0.0176,0.5170,0.5101,
0.506763914,0.5172,-0.0176,0.5170,0.5101,
0.505763914,0.5172,-0.0176,0.5170,0.5101,
0.504763914,0.5172,-0.0176,0.5170,0.5101,
0.503763914,0.5172,-0.0176,0.5170,0.5101,
0.502763914,0.5172,-0.0176,0.5170,0.5101,
0.501763914,0.5172,-0.0176,0.5170,0.5101,
0.500763914,0.5172,-0.0176,0.5170,0.5101,
0.499763914,0.5172,-0.0176,0.5170,0.5101,
0.498763914,0.5172,-0.0176,0.5170,0.5101,
0.497763914,0.5172,-0.0176,0.5170,0.5101,
0.496763914,0.5172,-0.0176,0.5170,0.5101,
0.495763914,0.5172,-0.0176,0.5170,0.5101,
0.494763914,0.5172,-0.0176,0.5170,0.5101,
0.493763914,0.5172,-0.0176,0.5170,0.5101,
0.492763914,0.5172,-0.0176,0.5170,0.5101,
0.491763914,0.5172,-0.0176,0.5170,0.5101,
0.490763914,0.5172,-0.0176,0.5170,0.5101,
0.489763914,0.5172,-0.0176,0.5170,0.5101,
0.488763914,0.5172,-0.0176,0.5170,0.5101,
0.487763914,0.5172,-0.0176,0.5170,0.5101,
0.486763914,0.5172,-0.0176,0.5170,0.5101,
0.485763914,0.5172,-0.0176,0.5170,0.5101,
0.484763914,0.5172,-0.0176,0.5170,0.5101,
0.483763914,0.5172,-0.0176,0.5170,0.5101,
0.482763914,0.5172,-0.0176,0.5170,0.5101,
0.481763914,0.5172,-0.0176,0.5170,0.5101,
0.480763914,0.5172,-0.0176,0.5170,0.5101,
0.479763914,0.5172,-0.0176,0.5170,0.5101,
0.478763914,0.5172,-0.0176,0.5170,0.5101,
0.477763914,0.5172,-0.0176,0.5170,0.5101,
0.476763914,0.5172,-0.0176,0.5170,0.5101,
0.475763914,0.5172,-0.0176,0.5170,0.5101,
0.474763914,0.5172,-0.0176,0.5170,0.5101,
0.473763914,0.5172,-0.0176,0.5170,0.5101,
0.472763914,0.5172,-0.0176,0.5170,0.5101,
0.471763914,0.5172,-0.0176,0.5170,0.5101,
0.470763914,0.5172,-0.0176,0.5170,0.5101,
0.469763914,0.5172,-0.0176,0.5170,0.5101,
0.468763914,0.5172,-0.0176,0.5170,0.5101,
0.467763914,0.5172,-0.0176,0.5170,0.5101,
0.466763914,0.5172,-0.0176,0.5170,0.5101,
0.465763914,0.5172,-0.0176,0.5170,0.5101,
0.464763914,0.5172,-0.0176,0.5170,0.5101,
0.463763914,0.5172,-0.0176,0.5170,0.5101,
0.462763914,0.5172,-0.0176,0.5170,0.5101,
0.461763914,0.5172,-0.0176,0.5170,0.5101,
0.460763914,0.5172,-0.0176,0.5170,0.5101,
0.459763914,0.5172,-0.0176,0.5170,0.5101,
0.458763914,0.5172,-0.0176,0.5170,0.5101,
0.457763914,0.5172,-0.0176,0.5170,0.5101,
0.456763914,0.5172,-0.0176,0.5170,0.5101,
0.455763914,0.5172,-0.0176,0.5170,0.5101,
0.454763914,0.5172,-0.0176,0.5170,0.5101,
0.453763914,0.5172,-0.0176,0.5170,0.5101,
0.452763914,0.5172,-0.0176,0.5170,0.5101,
0.451763914,0.5172,-0.0176,0.5170,0.5101,
0.450763914,0.5172,-0.0176,0.5170,0.5101,
0.449763914,0.5172,-0.0176,0.5170,0.5101,
0.448763914,0.5172,-0.0176,0.5170,0.5101,
0.447763914,0.5172,-0.0176,0.5170,0.5101,
0.446763914,0.5172,-0.0176,0.5170,0.5101,
0.445763914,0.5172,-0.0176,0.5170,0.5101,
0.444763914,0.5172,-0.0176,0.5170,0.5101,
0.443763914,0.5172,-0.0176,0.5170,0.5101,
0.442763914,0.5172,-0.0176,0.5170,0.5101,
0.441763914,0.5172,-0.0176,0.5170,0.5101,
0.440763914,0.5172,-0.0176,0.5170,0.5101,
0.439763914,0.5172,-0.0176,0.5170,0.5101,
0.438763914,0.5172,-0.0176,0.5170,0.5101,
0.437763914,0.5172,-0.0176,0.5170,0.5101,
0.436763914,0.5172,-0.0176,0.5170,0.5101,
0.435763914,0.5172,-0.0176,0.5170,0.5101,
0.434763914,0.5172,-0.0176,0.5170,0.5101,
0.433763914,0.5172,-0.0176,0.5170,0.5101,
0.432763914,0.5172,-0.0176,0.5170,0.5101,
0.431763914,0.5172,-0.0176,0.5170,0.5101,
0.430763914,0.5172,-0.0176,0.5170,0.5101,
0.429763914,0.5172,-0.0176,0.5170,0.5101,
0.428763914,0.5172,-0.0176,0.5170,0.5101,
0.427763914,0.5172,-0.0176,0.5170,0.5101,
0.426763914,0.5172,-0.0176,0.5170,0.5101,
0.425763914,0.5172,-0.0176,0.5170,0.5101,
0.424763914,0.5172,-0.0176,0.5170,0.5101,
0.423763914,0.5172,-0.0176,0.5170,0.5101,
0.422763914,0.5172,-0.0176,0.5170,0.5101,
0.421763914,0.5172,-0.0176,0.5170,0.5101,
0.420763914,0.5172,-0.0176,0.5170,0.5101,
0.419763914,0.5172,-0.0176,0.5170,0.5101,
0.418763914,0.5172,-0.0176,0.5170,0.5101,
0.417763914,0.5172,-0.0176,0.5170,0.5101,
0.416763914,0.5172,-0.0176,0.5170,0.5101,
0.415763914,0.5172,-0.0176,0.5170,0.5101,
0.414763914,0.5172,-0.0176,0.5170,0.5101,
0.413763914,0.5172,-0.0176,0.5170,0.5101,
0.412763914,0.5172,-0.0176,0.5170,0.5101,
0.411763914,0.5172,-0.0176,0.5170,0.5101,
0.410763914,0.5172,-0.0176,0.5170,0.5101,
0.409763914,0.5172,-0.0176,0.5170,0.5101,
0.408763914,0.5172,-0.0176,0.5170,0.5101,
0.407763914,0.5172,-0.0176,0.5170,0.5101,
0.406763914,0.5172,-0.0176,0.5170,0.5101,
0.405763914,0.5172,-0.0176,0.5170,0.5101,
0.404763914,0.5172,-0.0176,0.5170,0.5101,
0.403763914,0.5172,-0.0176,0.5170,0.5101,
0.402763914,0.5172,-0.0176,0.5170,0.5101,
0.401763914,0.5172,-0.0176,0.5170,0.5101,
0.400763914,0.5172,-0.0176,0.5170,0.5101,
0.399763914,0.5172,-0.0176,0.5170,0.5101,
0.398763914,0.5172,-0.0176,0.5170,0.5101,
0.397763914,0.5172,-0.0176,0.5170,0.5101,
0.396763914,0.5172,-0.0176,0.5170,0.5101,
0.395763914,0.5172,-0.0176,0.5170,0.5101,
0.394763914,0.5172,-0.0176,0.5170,0.5101,
0.393763914,0.5172,-0.0176,0.5170,0.5101,
0.392763914,0.5172,-0.0176,0.5170,0.5101,
0.391763914,0.5172,-0.0176,0.5170,0.5101,
0.390763914,0.5172,-0.0176,0.5170,0.5101,
0.389763914,0.5172,-0.0176,0.5170,0.5101,
0.388763914,0.5172,-0.0176,0.5170,0.5101,
0.387763914,0.5172,-0.0176,0.5170,0.5101,
0.386763914,0.5172,-0.0176,0.5170,0.5101,
0.385763914,0.5172,-0.0176,0.5170,0.5101,
0.384763914,0.5172,-0.0176,0.5170,0.5101,
0.383763914,0.5172,-0.0176,0.5170,0.5101,
0.382763914,0.5172,-0.0176,0.5170,0.5101,
0.381763914,0.5172,-0.0176,0.5170,0.5101,
0.380763914,0.5172,-0.0176,0.5170,0.5101,
0.379763914,0.5172,-0.0176,0.5170,0.5101,
0.378763914,0.5172,-0.0176,0.5170,0.5101,
0.377763914,0.5172,-0.0176,0.5170,0.5101,
0.376763914,0.5172,-0.0176,0.5170,0.5101,
0.375763914,0.5172,-0.0176,0.5170,0.5101,
0.374763914,0.5172,-0.0176,0.5170,0.5101,
0.373763914,0.5172,-0.0176,0.5170,0.5101,
0.372763914,0.5172,-0.0176,0.5170,0.5101,
0.371763914,0.5172,-0.0176,0.5170,0.5101,
0.370763914,0.5172,-0.0176,0.5170,0.5101,
0.369763914,0.5172,-0.0176,0.5170,0.5101,
0.368763914,0.5172,-0.0176,0.5170,0.5101,
0.367763914,0.5172,-0.0176,0.5170,0.5101,
0.366763914,0.5172,-0.0176,0.5170,0.5101,
0.365763914,0.5172,-0.0176,0.5170,0.5101,
0.364763914,0.5172,-0.0176,0.5170,0.5101,
0.363763914,0.5172,-0.0176,0.5170,0.5101,
0.362763914,0.5172,-0.0176,0.5170,0.5101,
0.361763914,0.5172,-0.0176,0.5170,0.5101,
0.360763914,0.5172,-0.0176,0.5170,0.5101,
0.359763914,0.5172,-0.0176,0.5170,0.5101,
0.358763914,0.5172,-0.0176,0.5170,0.5101,
0.357763914,0.5172,-0.0176,0.5170,0.5101,
0.356763914,0.5172,-0.0176,0.5170,0.5101,
0.355763914,0.5172,-0.0176,0.5170,0.5101,
0.354763914,0.5172,-0.0176,0.5170,0.5101,
0.353763914,0.5172,-0.0176,0.5170,0.5101,
0.352763914,0.5172,-0.0176,0.5170,0.5101,
0.351763914,0.5172,-0.0176,0.5170,0.5101,
0.350763914,0.5172,-0.0176,0.5170,0.5101,
0.349763914,0.5172,-0.0176,0.5170,0.5101,
0.348763914,0.5172,-0.0176,0.5170,0.5101,
0.347763914,0.5172,-0.0176,0.5170,0.5101,
0.346763914,0.5172,-0.0176,0.5170,0.5101,
0.345763914,0.5172,-0.0176,0.5170,0.5101,
0.344763914,0.5172,-0.0176,0.5170,0.5101,
0.343763914,0.5172,-0.0176,0.5170,0.5101,
0.342763914,0.5172,-0.0176,0.5170,0.5101,
0.341763914,0.5172,-0.0176,0.5170,0.5101,
0.340763914,0.5172,-0.0176,0.5170,0.5101,
0.339763914,0.5172,-0.0176,0.5170,0.5101,
0.338763914,0.5172,-0.0176,0.5170,0.5101,
0.337763914,0.5172,-0.0176,0.5170,0.5101,
0.336763914,0.5172,-0.0176,0.5170,0.5101,
0.335763914,0.5172,-0.0176,0.5170,0.5101,
0.334763914,0.5172,-0.0176,0.5170,0.5101,
0.333763914,0.5172,-0.0176,0.5170,0.5101,
0.332763914,0.5172,-0.0176,0.5170,0.5101,
0.331763914,0.5172,-0.0176,0.5170,0.5101,
0.330763914,0.5172,-0.0176,0.5170,0.5101,
0.329763914,0.5172,-0.0176,0.5170,0.5101,
0.328763914,0.5172,-0.0176,0.5170,0.5101,
0.327763914,0.5172,-0.0176,0.5170,0.5101,
0.326763914,0.5172,-0.0176,0.5170,0.5101,
0.325763914,0.5172,-0.0176,0.5170,0.5101,
0.324763914,0.5172,-0.0176,0.5170,0.5101,
0.323763914,0.5172,-0.0176,0.5170,0.5101,
0.322763914,0.5172,-0.0176,0.5170,0.5101,
0.321763914,0.5172,-0.0176,0.5170,0.5101,
0.320763914,0.5172,-0.0176,0.5170,0.5101,
0.319763914,0.5172,-0.0176,0.5170,0.5101,
0.318763914,0.5172,-0.0176,0.5170,0.5101,
0.317763914,0.5172,-0.0176,0.5170,0.5101,
0.316763914,0.5172,-0.0176,0.5170,0.5101,
0.315763914,0.5172,-0.0176,0.5170,0.5101,
0.314763914,0.5172,-0.0176,0.5170,0.5101,
0.313763914,0.5172,-0.0176,0.5170,0.5101,
0.312763914,0.5172,-0.0176,0.5170,0.5101,
0.311763914,0.5172,-0.0176,0.5170,0.5101,
0.310763914,0.5172,-0.0176,0.5170,0.5101,
0.309763914,0.5172,-0.0176,0.5170,0.5101,
0.308763914,0.5172,-0.0176,0.5170,0.5101,
0.307763914,0.5172,-0.0176,0.5170,0.5101,
0.306763914,0.5172,-0.0176,0.5170,0.5101,
0.305763914,0.5172,-0.0176,0.5170,0.5101,
0.304763914,0.5172,-0.0176,0.5170,0.5101,
0.303763914,0.5172,-0.0176,0.5170,0.5101,
0.302763914,0.5172,-0.0176,0.5170,0.5101,
0.301763914,0.5172,-0.0176,0.5170,0.5101,
0.300763914,0.5172,-0.0176,0.5170,0.5101,
0.299763914,0.5172,-0.0176,0.5170,0.5101,
0.298763914,0.5172,-0.0176,0.5170,0.5101,
0.297763914,0.5172,-0.0176,0.5170,0.5101,
0.296763914,0.5172,-0.0176,0.5170,0.5101,
0.295763914,0.5172,-0.0176,0.5170,0.5101,
0.294763914,0.5172,-0.0176,0.5170,0.5101,
0.293763914,0.5172,-0.0176,0.5170,0.5101,
0.292763914,0.5172,-0.0176,0.5170,0.5101,
0.291763914,0.5172,-0.0176,0.5170,0.5101,
0.290763914,0.5172,-0.0176,0.5170,0.5101,
0.289763914,0.5172,-0.0176,0.5170,0.5101,
0.288763914,0.5172,-0.0176,0.5170,0.5101,
0.287763914,0.5172,-0.0176,0.5170,0.5101,
0.286763914,0.5172,-0.0176,0.5170,0.5101,
0.285763914,0.5172,-0.0176,0.5170,0.5101,
0.284763914,0.5172,-0.0176,0.5170,0.5101,
0.283763914,0.5172,-0.0176,0.5170,0.5101,
0.282763914,0.5172,-0.0176,0.5170,0.5101,
0.281763914,0.5172,-0.0176,0.5170,0.5101,
0.280763914,0.5172,-0.0176,0.5170,0.5101,
0.279763914,0.5172,-0.0176,0.5170,0.5101,
0.278763914,0.5172,-0.0176,0.5170,0.5101,
0.277763914,0.5172,-0.0176,0.5170,0.5101,
0.276763914,0.5172,-0.0176,0.5170,0.5101,
0.275763914,0.5172,-0.0176,0.5170,0.5101,
0.274763914,0.5172,-0.0176,0.5170,0.5101,
0.273763914,0.5172,-0.0176,0.5170,0.5101,
0.272763914,0.5172,-0.0176,0.5170,0.5101,
0.271763914,0.5172,-0.0176,0.5170,0.5101,
0.270763914,0.5172,-0.0176,0.5170,0.5101,
0.269763914,0.5172,-0.0176,0.5170,0.5101,
0.268763914,0.5172,-0.0176,0.5170,0.5101,
0.267763914,0.5172,-0.0176,0.5170,0.5101,
0.266763914,0.5172,-0.0176,0.5170,0.5101,
0.265763914,0.5172,-0.0176,0.5170,0.5101,
0.264763914,0.5172,-0.0176,0.5170,0.5101,
0.263763914,0.5172,-0.0176,0.5170,0.5101,
0.262763914,0.5172,-0.0176,0.5170,0.5101,
0.261763914,0.5172,-0.0176,0.5170,0.5101,
0.260763914,0.5172,-0.0176,0.5170,0.5101,
0.259763914,0.5172,-0.0176,0.5170,0.5101,
0.258763914,0.5172,-0.0176,0.5170,0.5101,
0.257763914,0.5172,-0.0176,0.5170,0.5101,
0.256763914,0.5172,-0.0176,0.5170,0.5101,
0.255763914,0.5172,-0.0176,0.5170,0.5101,
0.254763914,0.5172,-0.0176,0.5170,0.5101,
0.253763914,0.5172,-0.0176,0.5170,0.5101,
0.252763914,0.5172,-0.0176,0.5170,0.5101,
0.251763914,0.5172,-0.0176,0.5170,0.5101,
0.250763914,0.5172,-0.0176,0.5170,0.5101,
0.249763914,0.5172,-0.0176,0.5170,0.5101,
0.248763914,0.5172,-0.0176,0.5170,0.5101,
0.247763914,0.5172,-0.0176,0.5170,0.5101,
0.246763914,0.5172,-0.0176,0.5170,0.5101,
0.245763914,0.5172,-0.0176,0.5170,0.5101,
0.244763914,0.5172,-0.0176,0.5170,0.5101,
0.243763914,0.5172,-0.0176,0.5170,0.5101,
0.242763914,0.5172,-0.0176,0.5170,0.5101,
0.241763914,0.5172,-0.0176,0.5170,0.5101,
0.240763914,0.5172,-0.0176,0.5170,0.5101,
0.239763914,0.5172,-0.0176,0.5170,0.5101,
0.238763914,0.5172,-0.0176,0.5170,0.5101,
0.237763914,0.5172,-0.0176,0.5170,0.5101,
0.236763914,0.5172,-0.0176,0.5170,0.5101,
0.235763914,0.5172,-0.0176,0.5170,0.5101,
0.234763914,0.5172,-0.0176,0.5170,0.5101,
0.233763914,0.5172,-0.0176,0.5170,0.5101,
0.232763914,0.5172,-0.0176,0.5170,0.5101,
0.231763914,0.5172,-0.0176,0.5170,0.5101,
0.230763914,0.5172,-0.0176,0.5170,0.5101,
0.229763914,0.5172,-0.0176,0.5170,0.5101,
0.228763914,0.5172,-0.0176,0.5170,0.5101,
0.227763914,0.5172,-0.0176,0.5170,0.5101,
0.226763914,0.5172,-0.0176,0.5170,0.5101,
0.225763914,0.5172,-0.0176,0.5170,0.5101,
0.224763914,0.5172,-0.0176,0.5170,0.5101,
0.223763914,0.5172,-0.0176,0.5170,0.5101,
0.222763914,0.5172,-0.0176,0.5170,0.5101,
0.221763914,0.5172,-0.0176,0.5170,0.5101,
0.220763914,0.5172,-0.0176,0.5170,0.5101,
0.219763914,0.5172,-0.0176,0.5170,0.5101,
0.218763914,0.5172,-0.0176,0.5170,0.5101,
0.217763914,0.5172,-0.0176,0.5170,0.5101,
0.216763914,0.5172,-0.0176,0.5170,0.5101,
0.215763914,0.5172,-0.0176,0.5170,0.5101,
0.214763914,0.5172,-0.0176,0.5170,0.5101,
0.213763914,0.5172,-0.0176,0.5170,0.5101,
0.212763914,0.5172,-0.0176,0.5170,0.5101,
0.211763914,0.5172,-0.0176,0.5170,0.5101,
0.210763914,0.5172,-0.0176,0.5170,0.5101,
0.209763914,0.5172,-0.0176,0.5170,0.5101,
0.208763914,0.5172,-0.0176,0.5170,0.5101,
0.207763914,0.5172,-0.0176,0.5170,0.5101,
0.206763914,0.5172,-0.0176,0.5170,0.5101,
0.205763914,0.5172,-0.0176,0.5170,0.5101,
0.204763914,0.5172,-0.0176,0.5170,0.5101,
0.203763914,0.5172,-0.0176,0.5170,0.5101,
0.202763914,0.5172,-0.0176,0.5170,0.5101,
0.201763914,0.5172,-0.0176,0.5170,0.5101,
0.200763914,0.5172,-0.0176,0.5170,0.5101,
0.199763914,0.5172,-0.0176,0.5170,0.5101,
0.198763914,0.5172,-0.0176,0.5170,0.5101,
0.197763914,0.5172,-0.0176,0.5170,0.5101,
0.196763914,0.5172,-0.0176,0.5170,0.5101,
0.195763914,0.5172,-0.0176,0.5170,0.5101,
0.194763914,0.5172,-0.0176,0.5170,0.5101,
0.193763914,0.5172,-0.0176,0.5170,0.5101,
0.192763914,0.5172,-0.0176,0.5170,0.5101,
0.191763914,0.5172,-0.0176,0.5170,0.5101,
0.190763914,0.5172,-0.0176,0.5170,0.5101,
0.189763914,0.5172,-0.0176,0.5170,0.5101,
0.188763914,0.5172,-0.0176,0.5170,0.5101,
0.187763914,0.5172,-0.0176,0.5170,0.5101,
0.186763914,0.5172,-0.0176,0.5170,0.5101,
0.185763914,0.5172,-0.0176,0.5170,0.5101,
0.184763914,0.5172,-0.0176,0.5170,0.5101,
0.183763914,0.5172,-0.0176,0.5170,0.5101,
0.182763914,0.5172,-0.0176,0.5170,0.5101,
0.181763914,0.5172,-0.0176,0.5170,0.5101,
0.180763914,0.5172,-0.0176,0.5170,0.5101,
0.179763914,0.5172,-0.0176,0.5170,0.5101,
0.178763914,0.5172,-0.0176,0.5170,0.5101,
0.177763914,0.5172,-0.0176,0.5170,0.5101,
0.176763914,0.5172,-0.0176,0.5170,0.5101,
0.175763914,0.5172,-0.0176,0.5170,0.5101,
0.174763914,0.5172,-0.0176,0.5170,0.5101,
0.173763914,0.5172,-0.0176,0.5170,0.5101,
0.172763914,0.5172,-0.0176,0.5170,0.5101,
0.171763914,0.5172,-0.0176,0.5170,0.5101,
0.170763914,0.5172,-0.0176,0.5170,0.5101,
0.169763914,0.5172,-0.0176,0.5170,0.5101,
0.168763914,0.5172,-0.0176,0.5170,0.5101,
0.167763914,0.5172,-0.0176,0.5170,0.5101,
0.166763914,0.5172,-0.0176,0.5170,0.5101,
0.165763914,0.5172,-0.0176,0.5170,0.5101,
0.164763914,0.5172,-0.0176,0.5170,0.5101,
0.163763914,0.5172,-0.0176,0.5170,0.5101,
0.162763914,0.5172,-0.0176,0.5170,0.5101,
0.161763914,0.5172,-0.0176,0.5170,0.5101,
0.160763914,0.5172,-0.0176,0.5170,0.5101,
0.159763914,0.5172,-0.0176,0.5170,0.5101,
0.158763914,0.5172,-0.0176,0.5170,0.5101,
0.157763914,0.5172,-0.0176,0.5170,0.5101,
0.156763914,0.5172,-0.0176,0.5170,0.5101,
0.155763914,0.5172,-0.0176,0.5170,0.5101,
0.154763914,0.5172,-0.0176,0.5170,0.5101,
0.153763914,0.5172,-0.0176,0.5170,0.5101,
0.152763914,0.5172,-0.0176,0.5170,0.5101,
0.151763914,0.5172,-0.0176,0.5170,0.5101,
0.150763914,0.5172,-0.0176,0.5170,0.5101,
0.149763914,0.5172,-0.0176,0.5170,0.5101,
0.148763914,0.5172,-0.0176,0.5170,0.5101,
0.147763914,0.5172,-0.0176,0.5170,0.5101,
0.146763914,0.5172,-0.0176,0.5170,0.5101,
0.145763914,0.5172,-0.0176,0.5170,0.5101,
0.144763914,0.5172,-0.0176,0.5170,0.5101,
0.143763914,0.5172,-0.0176,0.5170,0.5101,
0.142763914,0.5172,-0.0176,0.5170,0.5101,
0.141763914,0.5172,-0.0176,0.5170,0.5101,
0.140763914,0.5172,-0.0176,0.5170,0.5101,
0.139763914,0.5172,-0.0176,0.5170,0.5101,
0.138763914,0.5172,-0.0176,0.5170,0.5101,
0.137763914,0.5172,-0.0176,0.5170,0.5101,
0.136763914,0.5172,-0.0176,0.5170,0.5101,
0.135763914,0.5172,-0.0176,0.5170,0.5101,
0.134763914,0.5172,-0.0176,0.5170,0.5101,
0.133763914,0.5172,-0.0176,0.5170,0.5101,
0.132763914,0.5172,-0.0176,0.5170,0.5101,
0.131763914,0.5172,-0.0176,0.5170,0.5101,
0.130763914,0.5172,-0.0176,0.5170,0.5101,
0.129763914,0.5172,-0.0176,0.5170,0.5101,
0.128763914,0.5172,-0.0176,0.5170,0.5101,
0.127763914,0.5172,-0.0176,0.5170,0.5101,
0.126763914,0.5172,-0.0176,0.5170,0.5101,
0.125763914,0.5172,-0.0176,0.5170,0.5101,
0.124763914,0.5172,-0.0176,0.5170,0.5101,
0.123763914,0.5172,-0.0176,0.5170,0.5101,
0.122763914,0.5172,-0.0176,0.5170,0.5101,
0.121763914,0.5172,-0.0176,0.5170,0.5101,
0.120763914,0.5172,-0.0176,0.5170,0.5101,
0.119763914,0.5172,-0.0176,0.5170,0.5101,
0.118763914,0.5172,-0.0176,0.5170,0.5101,
0.117763914,0.5172,-0.0176,0.5170,0.5101,
0.116763914,0.5172,-0.0176,0.5170,0.5101,
0.115763914,0.5172,-0.0176,0.5170,0.5101,
0.114763914,0.5172,-0.0176,0.5170,0.5101,
0.113763914,0.5172,-0.0176,0.5170,0.5101,
0.112763914,0.5172,-0.0176,0.5170,0.5101,
0.111763914,0.5172,-0.0176,0.5170,0.5101,
0.110763914,0.5172,-0.0176,0.5170,0.5101,
0.109763914,0.5172,-0.0176,0.5170,0.5101,
0.108763914,0.5172,-0.0176,0.5170,0.5101,
0.107763914,0.5172,-0.0176,0.5170,0.5101,
0.106763914,0.5172,-0.0176,0.5170,0.5101,
0.105763914,0.5172,-0.0176,0.5170,0.5101,
0.104763914,0.5172,-0.0176,0.5170,0.5101,
0.103763914,0.5172,-0.0176,0.5170,0.5101,
0.102763914,0.5172,-0.0176,0.5170,0.5101,
0.101763914,0.5172,-0.0176,0.5170,0.5101,
0.100763914,0.5172,-0.0176,0.5170,0.5101,
0.099763914,0.5172,-0.0176,0.5170,0.5101,
0.098763914,0.5172,-0.0176,0.5170,0.5101,
0.097763914,0.5172,-0.0176,0.5170,0.5101,
0.096763914,0.5172,-0.0176,0.5170,0.5101,
0.095763914,0.5172,-0.0176,0.5170,0.5101,
0.094763914,0.5172,-0.0176,0.5170,0.5101,
0.093763914,0.5172,-0.0176,0.5170,0.5101,
0.092763914,0.5172,-0.0176,0.5170,0.5101,
0.091763914,0.5172,-0.0176,0.5170,0.5101,
0.090763914,0.5172,-0.0176,0.5170,0.5101,
0.089763914,0.5172,-0.0176,0.5170,0.5101,
0.088763914,0.5172,-0.0176,0.5170,0.5101,
0.087763914,0.5172,-0.0176,0.5170,0.5101,
0.086763914,0.5172,-0.0176,0.5170,0.5101,
0.085763914,0.5172,-0.0176,0.5170,0.5101,
0.084763914,0.5172,-0.0176,0.5170,0.5101,
0.083763914,0.5172,-0.0176,0.5170,0.5101,
0.082763914,0.5172,-0.0176,0.5170,0.5101,
0.081763914,0.5172,-0.0176,0.5170,0.5101,
0.080763914,0.5172,-0.0176,0.5170,0.5101,
0.079763914,0.5172,-0.0176,0.5170,0.5101,
0.078763914,0.5172,-0.0176,0.5170,0.5101,
0.077763914,0.5172,-0.0176,0.5170,0.5101,
0.076763914,0.5172,-0.0176,0.5170,0.5101,
0.075763914,0.5172,-0.0176,0.5170,0.5101,
0.074763914,0.5172,-0.0176,0.5170,0.5101,
0.073763914,0.5172,-0.0176,0.5170,0.5101,
0.072763914,0.5172,-0.0176,0.5170,0.5101,
0.071763914,0.5172,-0.0176,0.5170,0.5101,
0.070763914,0.5172,-0.0176,0.5170,0.5101,
0.069763914,0.5172,-0.0176,0.5170,0.5101,
0.068763914,0.5172,-0.0176,0.5170,0.5101,
0.067763914,0.5172,-0.0176,0.5170,0.5101,
0.066763914,0.5172,-0.0176,0.5170,0.5101,
0.065763914,0.5172,-0.0176,0.5170,0.5101,
0.064763914,0.5172,-0.0176,0.5170,0.5101,
0.063763914,0.5172,-0.0176,0.5170,0.5101,
0.062763914,0.5172,-0.0176,0.5170,0.5101,
0.061763914,0.5172,-0.0176,0.5170,0.5101,
0.060763914,0.5172,-0.0176,0.5170,0.5101,
0.059763914,0.5172,-0.0176,0.5170,0.5101,
0.058763914,0.5172,-0.0176,0.5170,0.5101,
0.057763914,0.5172,-0.0176,0.5170,0.5101,
0.056763914,0.5172,-0.0176,0.5170,0.5101,
0.055763914,0.5172,-0.0176,0.5170,0.5101,
0.054763914,0.5172,-0.0176,0.5170,0.5101,
0.053763914,0.5172,-0.0176,0.5170,0.5101,
0.052763914,0.5172,-0.0176,0.5170,0.5101,
0.051763914,0.5172,-0.0176,0.5170,0.5101,
0.050763914,0.5172,-0.0176,0.5170,0.5101,
0.049763914,0.5172,-0.0176,0.5170,0.5101,
0.048763914,0.5172,-0.0176,0.5170,0.5101,
0.047763914,0.5172,-0.0176,0.5170,0.5101,
0.046763914,0.5172,-0.0176,0.5170,0.5101,
0.045763914,0.5172,-0.0176,0.5170,0.5101,
0.044763914,0.5172,-0.0176,0.5170,0.5101,
0.043763914,0.5172,-0.0176,0.5170,0.5101,
0.042763914,0.5172,-0.0176,0.5170,0.5101,
0.041763914,0.5172,-0.0176,0.5170,0.5101,
0.040763914,0.5172,-0.0176,0.5170,0.5101,
0.039763914,0.5172,-0.0176,0.5170,0.5101,
0.038763914,0.5172,-0.0176,0.5170,0.5101,
0.037763914,0.5172,-0.0176,0.5170,0.5101,
0.036763914,0.5172,-0.0176,0.5170,0.5101,
0.035763914,0.5172,-0.0176,0.5170,0.5101,
0.034763914,0.5172,-0.0176,0.5170,0.5101,
0.033763914,0.5172,-0.0176,0.5170,0.5101,
0.032763914,0.5172,-0.0176,0.5170,0.5101,
0.031763914,0.5172,-0.0176,0.5170,0.5101,
0.030763914,0.5172,-0.0176,0.5170,0.5101,
0.029763914,0.5172,-0.0176,0.5170,0.5101,
0.028763914,0.5172,-0.0176,0.5170,0.5101,
0.027763914,0.5172,-0.0176,0.5170,0.5101,
0.026763914,0.5172,-0.0176,0.5170,0.5101,
